  likeliklyhood    time   words   iteration
      -63703.95   18.01      81         329
      -63706.52   18.16      79         330
      -63677.06   17.96      79         331
      -63668.81   17.93      84         332
      -63674.28   18.05      81         333
      -63681.05   18.05      88         334
      -63658.79   17.97      80         335
      -63646.67   18.09      82         336
      -63650.71   17.87      86         337
      -63666.28   18.62      91         338
      -63655.25   17.81      84         339
      -63645.01   17.74      91         340
      -63645.56   17.70      88         341
      -63642.06   17.61      98         342
      -63639.22   17.54      91         343
      -63623.46   17.50      89         344
      -63616.35   17.51     100         345
      -63582.69   17.60      86         346
      -63598.03   17.79      82         347
      -63596.20   18.13      83         348
      -63569.43   17.55      82         349
      -63574.10   17.34      97         350
      -63561.81   17.35      81         351
      -63557.51   17.15      97         352
      -63561.81   17.11      96         353
      -63535.75   16.99      95         354
      -63541.35   16.93      92         355
      -63548.49   16.93      94         356
      -63532.65   16.96      98         357
      -63532.29   16.89      96         358
      -63533.94   17.23      89         359
      -63530.71   16.83      87         360
      -63513.93   16.72      80         361
      -63521.05   16.75      82         362
      -63512.65   16.75      81         363
      -63520.68   16.60      74         364
      -63499.18   16.55      77         365
      -63488.57   16.53      82         366
      -63506.42   16.57      78         367
      -63496.15   16.52      79         368
      -63491.38   16.37      74         369
      -63471.41   16.19      79         370
      -63466.90   16.20      82         371
      -63468.14   16.37      77         372
      -63486.03   16.07      89         373
      -63465.90   16.04      92         374
      -63487.07   16.14      88         375
      -63479.14   15.92      96         376
      -63477.64   16.23      86         377
      -63500.90   15.98      82         378
      -63512.59   15.79      95         379
      -63494.79   15.84      84         380
      -63494.12   15.82      85         381
      -63493.06   15.77      76         382
      -63497.16   15.81      73         383
      -63497.72   15.87      71         384
      -63497.61   15.71      72         385
      -63495.77   16.06      66         386
      -63520.59   15.77      74         387
      -63521.37   15.67      73         388
      -63503.02   15.69      77         389
      -63500.97   15.78      75         390
      -63496.41   15.69      80         391
      -63502.44   15.66      80         392
      -63513.22   15.90      87         393
      -63491.83   16.01      79         394
      -63481.44   15.63      70         395
      -63486.19   16.13      71         396
      -63497.84   15.57      68         397
      -63508.20   15.62      81         398
      -63495.57   15.63      78         399
      -63501.53   15.49      84         400
      -63505.93   15.64      82         401
      -63508.71   15.47      91         402
      -63504.97   15.55      94         403
      -63511.88   15.58      76         404
      -63513.17   15.41      82         405
      -63523.60   15.37      85         406
      -63525.31   15.44      87         407
      -63518.37   15.39      84         408
      -63548.82   15.43      95         409
      -63561.27   15.44      85         410
      -63553.26   15.32      85         411
      -63557.63   15.41      86         412
      -63569.31   15.31      84         413
      -63568.54   15.35      87         414
      -63570.96   15.35      83         415
      -63587.30   15.11      78         416
      -63570.82   15.09      76         417
      -63581.43   15.08      76         418
      -63581.07   15.10      76         419
      -63572.09   15.15      73         420
      -63577.11   15.12      86         421
      -63564.86   15.11      77         422
      -63569.26   15.04      80         423
      -63560.97   15.02      80         424
      -63560.37   14.98      78         425
      -63559.43   14.97      76         426
      -63568.45   14.95      83         427
      -63577.50   14.95      87         428
      -63571.46   15.01      85         429
      -63589.62   14.95      82         430
      -63591.53   14.86      86         431
      -63584.87   14.89      88         432
      -63586.62   14.86      87         433
      -63603.06   14.92      86         434
      -63587.52   14.84      85         435
      -63592.49   14.90      79         436
      -63586.37   14.81      77         437
      -63581.27   14.71      74         438
      -63591.87   14.77      65         439
      -63589.72   14.75      66         440
      -63605.27   14.82      73         441
      -63592.80   14.80      80         442
      -63585.92   14.75      75         443
      -63594.41   14.73      72         444
      -63590.94   14.74      78         445
      -63598.44   14.77      78         446
      -63589.88   14.75      83         447
      -63595.73   14.73      86         448
      -63593.79   14.78      75         449
      -63580.15   14.76      91         450
      -63594.64   14.80      85         451
      -63577.30   14.72      83         452
      -63573.09   14.71      84         453
      -63558.90   14.73      82         454
      -63565.49   14.83      79         455
      -63581.06   14.70      82         456
      -63583.86   14.64      77         457
      -63589.66   14.57      77         458
      -63580.20   14.62      78         459
      -63589.25   14.48      74         460
      -63600.90   14.47      72         461
      -63596.98   14.54      78         462
      -63605.58   14.51      80         463
      -63602.97   14.52      83         464
      -63600.45   14.87      81         465
      -63586.82   14.80      85         466
      -63588.92   14.76      85         467
      -63593.25   14.73      90         468
      -63585.88   14.73      92         469
      -63597.78   14.66      86         470
      -63581.38   14.70      78         471
      -63586.16   14.75      78         472
      -63593.54   14.80      88         473
      -63607.67   14.68      86         474
      -63605.11   14.67      89         475
      -63599.00   14.60      83         476
      -63594.55   14.64      86         477
      -63601.31   14.59      87         478
      -63602.38   14.63      92         479
      -63592.98   14.66      93         480
      -63584.01   14.63      84         481
      -63593.91   14.90      89         482
      -63598.62   14.86      88         483
      -63615.05   14.89      81         484
      -63611.50   14.92      75         485
      -63624.75   15.01      73         486
      -63618.34   14.92      70         487
      -63618.93   14.93      73         488
      -63629.14   15.01      75         489
      -63628.73   14.88      79         490
      -63636.85   14.88      84         491
      -63619.65   15.03      83         492
      -63625.52   14.89      87         493
      -63631.69   14.80      85         494
      -63631.12   14.76      86         495
      -63617.32   14.73      87         496
      -63627.35   14.66      86         497
      -63640.23   14.57      84         498
      -63638.79   14.61      83         499
